page,column,line,source,page_score,row
578,2,"Klingström, C. E., Möbelhandl., Avesta, 7116—6300",ref_text,1730,11
578,2,"Klingvall, E. A., sjökapten, Kopparberg, 820—13600",ref_text,1730,12
578,2,"Klosters A.-B.,Husby,828—29500",ref_text,1730,13
578,2,"von Knorring, E., inspektor, Transtrand, 5636—6100",ref_text,1730,14
578,2,"Knås skifteslags jordägare, Vänjan, —12500",ref_text,1730,15
578,2,"v. Kock, F. W., häradsh., Kopparberg, 4850—28800",ref_text,1730,16
578,2,"Kolmodin, L. G. I., jägmäst., Orsa, 4910—5100",ref_text,1730,17
578,2,"Kopparbergs Enskilda Bank, Borlänge, 26403—",ref_text,1730,18
578,2,"Kopparbergs Enskilda Bank, Folkärna, 72319—",ref_text,1730,19
578,2,"Kopparbergs Enskilda Bank, Leksand, 10193—",ref_text,1730,20
578,2,"Kopparbergs Enskilda Bank, Malung, 15130—",ref_text,1730,21
578,2,"Kopparbergs Enskilda Bank, Norrbärke, 27418—",ref_text,1730,22
578,2,"Kopparbergs Enskilda Bank, Orsa, 17310—",ref_text,1730,23
578,2,"Kopparbergs Enskilda Bank, Svärdsjö, 5803—",ref_text,1730,24
578,2,"Kopparbergs Enskilda Bank, Äppelbo, 5813—",ref_text,1730,25
578,2,"Kopparbergs och Hofors Sågverks A.-B., Svärdsjö, 24670—",ref_text,1730,26
578,2,"Kopparbergs och Hofors Sågverks A.-B., Vika, 3690—1401533",ref_text,1730,27
578,2,"Kopparbergs Enskilda Bank, Ludvika, 8707—",ref_text,1730,28
578,2,"Kopparbergs Enskilda Bank, Morastrand, 32951—",ref_text,1730,29
578,2,"KorsnäsSågverks A.-B., Kopparberg, 11250—",ref_text,1730,30
579,1,"Korså Arbetareförenings A.-B., Sundborn, 7080—6800",ref_text,1820,1
579,1,"Krüg, E., pappersmäst., Kopparberg, 12580 —12200",ref_text,1820,2
579,1,"Kristoffersson, E., hemmansäg., Aspeboda, 1037—5300",ref_text,1820,3
579,1,"Krylbo—Norbergs Järnvägs A.-B., Krylbo, 22245—72300",ref_text,1820,4
579,1,"Krylbo Träförädlings A.-B., Krylbo, 14959 —14400",ref_text,1820,5
579,1,"Kullberg, M., distriktslandtm., Orsa, 5700—5500",ref_text,1820,6
579,1,"Kullsbergs Kalkförädlings A.-B., Rättvik, 18467—19100",ref_text,1820,7
579,1,"Källgren, G. H., distriktsveterinär, Norrbärke, 6625—6400",ref_text,1820,8
579,1,"Källström, K., brukspatron, Husby, 4700 —21000",ref_text,1820,9
579,1,"Källström, K., fröken, Husby, 193—5200",ref_text,1820,10
579,1,"Källström, C. G. V., godsäg., Husby, 193 —8800",ref_text,1820,11
579,1,"Lagergren, A. S.. fru, Leksand, 3585—21600",ref_text,1820,12
579,1,"Landelius, E., lasaretssläkare, Mora, 16366—15600",ref_text,1820,13
579,1,"Landén, K. G., ing., Grangärde, 15465—18900",ref_text,1820,14
579,1,"Landgraff, J. S. G., förv., Orsa, 6930—9400",ref_text,1820,15
579,1,"Larsbo-Norns A.-B., Hedemora s:n, 75825—222500",ref_text,1820,16
579,1,"Larsbo-Norns A.-B.,Söderbärke,5215—",ref_text,1820,17
579,1,"Larsson, L. E., godsäg., Norrbärke, —5800",ref_text,1820,18
579,1,"Larsson,E.,handl.,Transtrand,4500—5400",ref_text,1820,19
579,1,"Larsson, J. V., handl., Borlänge, 7423—",ref_text,1820,20
579,1,"Larsson,L.,handl.,Malung,5622—4200",ref_text,1820,21
579,1,"Larsson, P., handl., Floda, 5459—5200",ref_text,1820,22
579,1,"Larsson, C., konstnär, Sundborn, 11750—13800",ref_text,1820,23
579,1,"Larsson, H., postm., Borlänge, 5840—4300",ref_text,1820,24
579,1,"Larsson, D. P., Malung, 2898—6500",ref_text,1820,25
579,1,"Larsson-Behm, C. J. R., possessionat, Aspeboda, 6668—2500",ref_text,1820,26
579,1,"Larsson, E. G., bergsing., Grangärde, 5227—4500",ref_text,1820,27
579,1,"Larsson, H. L., disp., Morastrand, 7097—18500",ref_text,1820,28
579,2,"Larsson, Klocken P., handl., Mora, 4480—6200",ref_text,1820,1
579,2,"Leczinsky, V. S., stationsinsp., Borlänge, 5478—4800",ref_text,1820,2
579,2,"Lefrin, A. E., kyrkoh., Rättvik, 8288—9000",ref_text,1820,3
579,2,"Leksands Handels A.-B., Leksand, 7016—6900",ref_text,1820,4
579,2,"Leksands, sparbank, Leksand, 14631—14500",ref_text,1820,5
579,2,"Lenander, E. N., disp., Garpenberg, 20700—20500",ref_text,1820,6
579,2,"Leonardsson, P. J., nämndeman, Norrbärke, —5500",ref_text,1820,7
579,2,"Leufgren, R., kronolänsm., Norrbärke, 8125 —8100",ref_text,1820,8
579,2,"Liberg, G., disp., Hedemora s:n, 13798—28800",ref_text,1820,9
579,2,"Lidholm, G. V., apot., Borlänge, 5462—5100",ref_text,1820,10
579,2,"Lidman, J., nämndem., Vika, 878—5600",ref_text,1820,11
579,2,"Liljeqvist, G. W., baning., Borlänge, 5360—4900",ref_text,1820,12
579,2,"Lima Handels A.-B., Lima, 13140—13100",ref_text,1820,13
579,2,"Lima sockens besparingsskog, Lima,—29000",ref_text,1820,14
579,2,"Lind, O., kronolänsm., Nås, 5990—4900",ref_text,1820,15
579,2,"Lindberg, L., kontr.-prost, St. Tuna, 15281—14500",ref_text,1820,16
579,2,"Lindblad, A., ing., Ludvika, 16775—17400",ref_text,1820,17
579,2,"Lindblom, E. A., byggm., Borlänge, 6779—8800",ref_text,1820,18
579,2,"Lindemalm, O. F. F., d:r, Lima, 7370—7100",ref_text,1820,19
579,2,"Lindskog, F., trafikchef, Orsa, 6000—5400",ref_text,1820,20
579,2,"Lindström, C., kyrkoh., Ål, 5280—6500",ref_text,1820,21
579,2,"Lisell, O., handl., Malung, 8430—15800",ref_text,1820,22
579,2,"Lissfors Sågverks A.-B., Floda, 5221—5100",ref_text,1820,23
579,2,"Littorin, K., ing., Ludvika, 12050—7400",ref_text,1820,24
579,2,"Lund, J. V., bruksförv., Säfsnäs, 6280—6700",ref_text,1820,25
579,2,"Ljungkvist,G.,ing.,Ludvika,5425—4600",ref_text,1820,26
579,2,"Lund, A., trävaruhandl., Morastrand, 3658—9600",ref_text,1820,27
579,2,"Lundberg, O., apot., Borlänge, 17509—21500",ref_text,1820,28
579,2,"Lundbergs, F., godsäg., sterbhus, St. Tuna, 1604—9500",ref_text,1820,29
579,2,"Lundén, H., kronolänsm., By, 8050—5000",ref_text,1820,30
579,2,"Lundh, K. F., disp., Norrbärke, 4898—5700",ref_text,1820,31
579,2,"Lundgren, G. F. V.; grosshandl., Ludvika, 5413—5400",ref_text,1820,32
580,1,"Lundgren, K. A. L., ing., Grangärde, 9718—9600",ref_text,1770,1
580,1,"Lundholm, E. B., kronolänsm., Orsa, 5890—5300",ref_text,1770,2
580,1,"Lundqvist, C. E., veterinär, Älfdalen, 5361—5300",ref_text,1770,3
580,1,"Lutropp, F. J., kassör, Husby, 5000—4400",ref_text,1770,4
580,1,"Lyckholm, J. V., kronofogde, Leksand, 3569—5500",ref_text,1770,5
580,1,"Lång, A. P., järnhandl., Borlänge, 7230—8600",ref_text,1770,6
580,1,"Långhytte Handels A.-B., Husby, 12380—13200",ref_text,1770,7
580,1,"Löf, A., flottn.-chef, Orsa, 9500—7500",ref_text,1770,8
580,1,"Löndahl, J., intendent, Husby, 7300—5800",ref_text,1770,9
580,1,"Magnevill, A., kontr-.prost, Grangärde, 6836 —7200",ref_text,1770,10
580,1,"Malm, L. E., grufing., Grangärde, 8662—6300",ref_text,1770,11
580,1,"Malm, N. P., ing., Ludvika, 5200—4500",ref_text,1770,12
580,1,"Malmström, V., sjukhusläkare, Kobbarberg,",ref_text,1770,13
580,1,"Malmströms, C., sterbhus, By, 5893—6000",ref_text,1770,14
580,1,"Markman, B. G., ing., Norrbärke, 5705—4800",ref_text,1770,15
580,1,"Martinell, E., prov.-läkare, Malung, 5750—4000",ref_text,1770,16
580,1,"Matti, M. R., ing., Kopparberg, 9670—8900",ref_text,1770,17
580,1,"Mattsson, G. O., handl., Nås, 12633—13700",ref_text,1770,18
580,1,"Mattsson, P. A., hemmansäg., Mora, —5800",ref_text,1770,19
580,1,"Mattssons Mek. Verkstads A.-B., Morastrand, 7500—8300",ref_text,1770,20
580,1,"Melkersson, J. A., flottledsing., Leksand, 9717—25700",ref_text,1770,21
580,1,"Melkersson, J. A., rentier, Aspeboda, 3007 16800",ref_text,1770,22
580,1,"Montan, P., kontr.-prost, Husby, 7112—10700",ref_text,1770,23
580,1,"Mora—Vänerns Järnvägs A.-B., Järna, 5710—",ref_text,1770,24
580,1,"Mora Bryggeri A.-B., Mora, 13254— 12300",ref_text,1770,25
580,1,"Mora—Vänerns Järnvägs A.-B., Morastrand, 5385—",ref_text,1770,26
580,1,"Mora Östbygge Handels A.-B., Morastrand, 5883—7900",ref_text,1770,27
580,1,"Morgårdshammars Mekaniska Verkstads A.-B., Norrbärke, 6691—24200",ref_text,1770,28
580,2,"Morin, M., fru, Ludvika, 678—5800",ref_text,1770,1
580,2,"Morin, P. J., handl., Ludvika, 6058—6100",ref_text,1770,2
580,2,"Mossberg, K. E., ing., Grangärde, 6485—6100",ref_text,1770,3
580,2,"Munktell, H. A., disp., Kopparberg, 25010—36600",ref_text,1770,4
580,2,"Munktell, F., ing., Kopparberg, 8080—16700",ref_text,1770,5
580,2,"Munktell, A., änkefru, Kopparberg, 3300— —15400",ref_text,1770,6
580,2,"Munktells, J. H., Pappersfabriks A.-B., Kopparberg, 384170—443700",ref_text,1770,7
580,2,"Murelius, R., kronolänsm., Grangärde, 5322—4700",ref_text,1770,8
580,2,"Müller & C:ni, Ludvika, —104600",ref_text,1770,9
580,2,"Myrbacka Sågverks A.-B., Järna, 5995—6000",ref_text,1770,10
580,2,"Månsson, S., intendent, Enviken, 19975—21800",ref_text,1770,11
580,2,"Nauckhoff, E. S. R., fil. d:r, Grangärde, 13624—12900",ref_text,1770,12
580,2,"Nettelbladt, A. K., stationsinsp., Folkärna, 5874—5100",ref_text,1770,13
580,2,"Nilsson, C. A., bankkamrer, Husby, 6232—6500",ref_text,1770,14
580,2,"Nilsson, O., handl., Malung, 5000—5400",ref_text,1770,15
580,2,"Nilsson, O., handl., Transtrand, 7253—7800",ref_text,1770,16
580,2,"Nilsson, N., hemmansäg., Särna, 1244—6200",ref_text,1770,17
580,2,"Nilsson, K. J., Hedemora s:n, —6400",ref_text,1770,18
580,2,"Nilsson, K. H., ing., Grangärde, 5232—5000",ref_text,1770,19
580,2,"Nisser, V.-P., fil. kand., St. Skedvi, 3189—16200",ref_text,1770,20
580,2,"Nisser, M., fröken, Kopparberg, 4700—16900",ref_text,1770,21
580,2,"Nisser, E., änkefru, Kopparberg, 30210—85900",ref_text,1770,22
580,2,"Norbeck, C. A., ing., Krylbo, 13200—12500",ref_text,1770,23
580,2,"Norberg, O. A., apot., Älfdalen, 5035—5000",ref_text,1770,24
580,2,"Norbergs Elektriska A.-B., Avesta, 6675—",ref_text,1770,25
580,2,"Nordengren, S. G., bruksförv., Säfsnäs, 7850—7600",ref_text,1770,26
580,2,"Nordlander, E. H., bruksäg., Norrbärke, 7845—35700",ref_text,1770,27
580,2,"Nordenström, P. E. G., ing., Grangärde, 11269—12200",ref_text,1770,28
580,2,"Nordlander, H., bruksäg., Grangärde, 12778—",ref_text,1770,29
580,2,"Nordström, A., kronolänsm., 5255—5300",ref_text,1770,30
581,1,"Norling, J., insp., Älfdalen, 5629—6600",ref_text,1925,1
581,1,"Norman, D., bergsm., Ludvika, 2633—7900",ref_text,1925,2
581,1,"Nya Förenade Elektrisk A.-B., Ludvika, 177762—208800",ref_text,1925,3
581,1,"Nylén, G. T., godsäg., Torsång, 4051—15000",ref_text,1925,4
581,1,"Nylén, A., kronofogde, Leksand, 5263—",ref_text,1925,5
581,1,"Nylén, K., prov.-läkare, Svärdsjö, 8444—7200",ref_text,1925,6
581,1,"Nyhammars Bruks A.-B., Grangärde, 525—61000",ref_text,1925,7
581,1,"Nyhammars Handelsförenings A.-B., Gran-gärde, 10557—9600",ref_text,1925,8
581,1,"Nyman, I., prov.-läkare, Norrbärke, 7600 —6600",ref_text,1925,9
581,1,"Nyström, K. A., distriktslandtm., Järna, 6070—5300",ref_text,1925,10
581,1,"Näs—Morshyttans Järnvägs A.-B., By, 7145—7100",ref_text,1925,11
581,1,"Ohlsson, A., handl., Orsa, 5110—4800",ref_text,1925,12
581,1,"Olander, M., fröken, Kopparberg, 190—14400",ref_text,1925,13
581,1,"Olausson, O. G., godsäg., Grangärde, 1553—10900",ref_text,1925,14
581,1,"Olsson, O., bruksförv., Sundborn, 7451—8700",ref_text,1925,15
581,1,"Olsson, C. J., handl., Norrbärke, 5650—5800",ref_text,1925,16
581,1,"Olsson, N., handl., Transtrand, 1540—5500",ref_text,1925,17
581,1,"Olsson, J. A., hemmansäg., Folkärna, 3660—5500",ref_text,1925,18
581,1,"Olsson, J. E., hemmansäg., Folkärna, 1350—11100",ref_text,1925,19
581,1,"Olsson, B. K., järnhandl., Orsa, 6450—6100",ref_text,1925,20
581,1,"Olsson, K. M., kassör, Borlänge, 5039—4400",ref_text,1925,21
581,1,"Olsson, A. O. M., kronofogde, Orsa, 5860—5700",ref_text,1925,22
581,1,"Olsson, Pers A., sterbhus, Järna, —8000",ref_text,1925,23
581,1,"Olsson, D. P., sågverksäg., Rättvik, 5476—6800",ref_text,1925,24
581,1,"Olsson, C. L., tandläkare, Avesta, 5500—5200",ref_text,1925,25
581,1,"Olsson, O. E., veterinär, Folkärna, 5410—5300",ref_text,1925,26
581,1,"Olsson, Ilbäcks L., Järna, 4000—5300",ref_text,1925,27
581,1,"Olsson, Lång K., Leksand, 10225—11000",ref_text,1925,28
581,1,"Olsson, P., Hedemora s:n, —6200",ref_text,1925,29
581,1,"Olsson, W., ing., Ludvika, 6095—5200",ref_text,1925,30
581,2,"Orsa jordägares socknemän för Orsa bespa- ringsskog, Orsa, —146700",ref_text,1925,1
581,2,"Palmér, D., kamrer, Kopparberg, 6410—5500",ref_text,1925,2
581,2,"Park, H., brukspatron, Kopparberg, 30—7100",ref_text,1925,3
581,2,"Pehrzon, P., förvalt., Kopparberg, 6260—5700",ref_text,1925,4
581,2,"Persson, K. L., hemmansäg., Skattungbyn, 8420—11700",ref_text,1925,5
581,2,"Persson, B. E., Äppelbo, 1200—6500",ref_text,1925,6
581,2,"Persson, K., fröken, Ludvika, 2754—5600",ref_text,1925,7
581,2,"Pettersson, W., distriktslandtm., Leksand, 6889—6800",ref_text,1925,8
581,2,"Pettersson, P., handl., Ål, 4770—5800",ref_text,1925,9
581,2,"Pettersson, J. A., ing., Avesta, 12084—11300",ref_text,1925,10
581,2,"Pettersson, E. L., kontr.-prost., Leksand, 9591—11700",ref_text,1925,11
581,2,"Pettersson, P., kyrkoh., Järna, 7188—8800",ref_text,1925,12
581,2,"Pettersson, C. F., prost, Sundborn, 8416—14600",ref_text,1925,13
581,2,"Pettersson, R. P., Vika, 9000—7300",ref_text,1925,14
581,2,"Rehnström, H., fröken, Rättvik, 13434—10700",ref_text,1925,15
581,2,"Reutersvärd, K. F. C., öfverstelöjtn., Norrbärke, 70795—90400",ref_text,1925,16
581,2,"Rhodin, A. J., distriktslandtm., Rättvik, 4589–9600",ref_text,1925,17
581,2,"Ringkvist, A. O., handelsr., Orsa, 5060—5400",ref_text,1925,18
581,2,"Ringström, A., handl., Särna, 16103—17700",ref_text,1925,19
581,2,"Romsson, A., byggm., Mora, 2145—6400",ref_text,1925,20
581,2,"Romsson, C., handl., Morastrand, 5170—6400",ref_text,1925,21
581,2,"Ros, G., godsäg., Leksand, 5570—19000",ref_text,1925,22
581,2,"Rosberg, Hj., kronofogde, Norrbärke, 6700—6100",ref_text,1925,23
581,2,"Roth, C., häradsh., Ludvika, 17843—24500",ref_text,1925,24
581,2,"Rydberg, R., bankkamrer, Ludvika, 7305—7000",ref_text,1925,25
581,2,"Rydin, O. G., länsnotarie, Kopparberg, 7990—7400",ref_text,1925,26
581,2,"Rällingsbergs Grufve A.-B., Husby, 24599—22500",ref_text,1925,27
581,2,"Sandberg, J., bryggare, Avesta, 16125—17100",ref_text,1925,28
581,2,"Sandberg, V., öfverstelöjtn., Leksand, 3200—5400",ref_text,1925,29
581,2,"Sandelius, E., kyrkoh., St. Skedvi, 5879—6600",ref_text,1925,30
581,2,"Salvén, A. E., dir., Grangärde, 31630—28000",ref_text,1925,31
581,2,"Sandvall, P. A., e. prov.-läkare., Grangärde 12474—11500",ref_text,1925,32
582,1,"Saxvikens Sågverks A.-B., Mora, 10177—10800",ref_text,1680,1
582,1,"Schenström, C. F., major, Kopparberg, 7020 —12700",ref_text,1680,2
582,1,"Schollin, O., förvalt., stärbhus, Mora, 5041—6400",ref_text,1680,3
582,1,"Schröder, J., änkefru, Husby, 7880—3300",ref_text,1680,4
582,1,"Schönning, P. J., bokhåll., Ore, 5401—5400",ref_text,1680,5
582,1,"Seligman, G., ing., Ludvika, 7010—6700",ref_text,1680,6
582,1,"Siljans Sågverks A.-B., Mora, 35037—36000",ref_text,1680,7
582,1,"Siljans Sågverks A.-B., Morastrand, 5839—",ref_text,1680,8
582,1,"Sjöberg,F.,disp.,Vansbro,5568—8600",ref_text,1680,9
582,1,"Sjöberg, A., kamrer, Vika, 5000—5200",ref_text,1680,10
582,1,"Sjöberg, K. G., öfvering., Ludvika, 15245—13200",ref_text,1680,11
582,1,"Sjöholm, A. M. C., ing., Avesta, 9184—8300",ref_text,1680,12
582,1,"Skoglund, J. A., förvalt., Älfdalen, 5711—5300",ref_text,1680,13
582,1,"Skoglund, K. G., komminister, Morastrand, 5302—7400",ref_text,1680,14
582,1,"Skoglund, J., tandl., Ludvika, 11928—10300",ref_text,1680,15
582,1,"Smedjebackens Valsverks A.-B., Norrbärke, 38534--57400",ref_text,1680,16
582,1,"Sparre, E., friherrarinna, Rättvik, 1323—10300",ref_text,1680,17
582,1,"Steffen, H., kassör, Vika, 4043—5500",ref_text,1680,18
582,1,"Stenqvist, J., apot., Leksand, 6500—",ref_text,1680,19
582,1,"Stenqvist, J., kronolänsm., Ålfdalen, 7548—8300",ref_text,1680,20
582,1,"Stjärnsunds Handels A.-B., Husby, 12177—12100",ref_text,1680,21
582,1,"Stockholms Superfosfatfabriks A.-B., Grytnäs, 70633—",ref_text,1680,22
582,1,"Stockholm—Västerås—Bergslagernas Nya Järnvägs A.-B., Norrbärke, 8261—",ref_text,1680,23
582,1,"Stockholm—Västerås—Bergslagernas Järnvägs A.-B., 10751—",ref_text,1680,24
582,1,"Stora Kopparbergs Bergslags A.-B., Gran- gärde, 165907—",ref_text,1680,25
582,1,"Stora Kopparbergs Bergslags A.-B., Sundborn, 10779—",ref_text,1680,26
582,1,"tora Kopparbergs Bergslags A.-B., Svärdsjö, 8809—",ref_text,1680,27
582,1,"tora Kopparbergs Bergslags A.-B., St. Tuna, 897989—",ref_text,1680,28
582,1,"trandell, C. F., handl., Orsa, 15620—27000",ref_text,1680,29
582,2,"Stråhlin, K. H., grosshandl., Kopparberg, 6240—5400",ref_text,1680,1
582,2,"Stutts skifteslags jordäg., Vänjan, —22200",ref_text,1680,2
582,2,"Stål, C. J., handl., Norrbärke, 11731—16100",ref_text,1680,3
582,2,"Stålhane, O., ing., Ludvika, 10500—13200",ref_text,1680,4
582,2,"Sundberg, E. N., f. d. kronofogde, Norrbärke, 4985—5700",ref_text,1680,5
582,2,"Sundblad, P. G., förvalt., Malung, 5650—5100",ref_text,1680,6
582,2,"Sundblad,O.,ing.,Husby,-6000",ref_text,1680,7
582,2,"Sundin, R., brukspatron, Säfsnäs, 17240—23700",ref_text,1680,8
582,2,"Sundholm, O. H., grufing., Ludvika, 17290—16000",ref_text,1680,9
582,2,"Sundlöf, G. A., skogsförvalt., Särna, 6185—6400",ref_text,1680,10
582,2,"Swan,O.,kyrkoh.,Särna,3964—5600",ref_text,1680,11
582,2,"Svanström, C., kronolänsm., St. Tuna, 5892—5600",ref_text,1680,12
582,2,"Svedberg, H., kronolänsm., Vika, 5059—5100",ref_text,1680,13
582,2,"Svenska Fastighetsbolaget, Ludvika, 9363— —11000",ref_text,1680,14
582,2,"Svensson, B., änkefru, Morastrand, 8000—7200",ref_text,1680,15
582,2,"Sylvan, J. S. F., skogsförvalt., Älfdalen, 7391—7100",ref_text,1680,16
582,2,"Säfsnäs Järnvägs A.-B., Säfsnäs, 24670—23600",ref_text,1680,17
582,2,"Särna sockens besparingsskog och skogsmedelsfond, Särna, 77968—142600",ref_text,1680,18
582,2,"Söderbaum, F., ing., Ludvika, 7840—8800",ref_text,1680,19
582,2,"Söderberg, F. V., smältare, By, 10990—10900",ref_text,1680,20
582,2,"Söderhamns Trävaru A.-B., Ore, 8164—",ref_text,1680,21
582,2,"Söderlund, M., förvalt., Vika, 6225--5600",ref_text,1680,22
582,2,"Söderström, C. W., kontr.-prost., Älfdalen, 5290—3900",ref_text,1680,23
582,2,"S. Dalarnes Järnvägs A.-B., Avesta, 33550—",ref_text,1680,24
582,2,"S. Dalarnes Järnvägs A.-B., Borlänge, 39823—",ref_text,1680,25
582,2,"S. Dalarnes Järnvägs A.-B., Gustaf, 5162—",ref_text,1680,26
582,2,". Dalarnes Järnvägs A.-B., Hedemora s:n 10942—",ref_text,1680,27
582,2,". Dalarnes Järnvägs A.-B., Krylbo, 31611—",ref_text,1680,28
582,2,". Dalarnes Järnvägs A.-B., Säter, 7295—",ref_text,1680,29
582,2,"3. Dalarnes, Järnvägs A.-B., St. Tuna, 5233—",ref_text,1680,30
582,2,"'apper, A. W., handl., Borlänge, 4613—5600",ref_text,1680,31
582,2,"Cellander, J., kronolänsm., Rättvik, 5817—5200",ref_text,1680,32
583,1,"Tenger, G. J. M., förvalt., Nås, 7050—6600",ref_text,1800,1
583,1,"Tengman, G. H., komminister, St. Tuna, 5576—5600",ref_text,1800,2
583,1,"Tham, H. A. L., ing., Grangärde, 4448—9500",ref_text,1800,3
583,1,"Thorell, A., landsfiskal, Leksand, 10446—32200",ref_text,1800,4
583,1,"Thunberg, J. A., kyrkoh., Sollerö, 4345—6100",ref_text,1800,5
583,1,"Tidstrand, J. G. L., disp., Bjursås, 5150—4700",ref_text,1800,6
583,1,"Tidstrand, A. L., fabrikör, Bjursås, 31125—5300",ref_text,1800,7
583,1,"Tidstrand, A. L., fabrikör, Leksand, 10375—",ref_text,1800,8
583,1,"Tidstrand, A. L., fabrikör, Ål, 10370—",ref_text,1800,9
583,1,"Tjulander, K. A., ing., St. Tuna, 5244—4800",ref_text,1800,10
583,1,"Torsell, B., dir., Aspeboda, 8144—9000",ref_text,1800,11
583,1,"Trafik A.-B., Grängesbergs—Oxelösund—Ludvika 8014—",ref_text,1800,12
583,1,"Trafik A.-B., Grängesberg—Oxelösund, Norrbärke 70000—",ref_text,1800,13
583,1,"Transtrands Besparingsskog, Transtrand, — 17100",ref_text,1800,14
583,1,"Transtrands Handels A.-B., Transtrand, 5289—5200",ref_text,1800,15
583,1,"Trolius, A., änkefru, Leksand, 1365—5300",ref_text,1800,16
583,1,"Trävaru A.-B., Dalarne, Järna, 60703—180700",ref_text,1800,17
583,1,"Trävaru A.-B., Dalarne, Morastrand, 30047—",ref_text,1800,18
583,1,"Tyllström, A. A., järnhandl., Borlänge, 7726—6600",ref_text,1800,19
583,1,"Uhleman, W., doktor, Norrbärke, 8975—8100",ref_text,1800,20
583,1,"Ulfshytte Järnverks A.-B., Silfberg, 22933—53100",ref_text,1800,21
583,1,"Upplands Enskilda Bank, Ludvika, 53291—",ref_text,1800,22
583,1,"Urell, K. F., handelsförst., St. Tuna, 4840—4400",ref_text,1800,23
583,1,"Wallenström, G., bankdir., Avesta, 5327—1500",ref_text,1800,24
583,1,"Wallenström, K. A., kronolänsm., Krylbo 7300—6800",ref_text,1800,25
583,1,"Wallin, K. N., hotellvärd, Ludvika, 8718—8300",ref_text,1800,26
583,1,"Veijsenburg, J. S., änkefru, Folkärna, 4117—9000",ref_text,1800,27
583,1,"Veinberg, E. A. E., ing., St. Tuna, 6385—5600",ref_text,1800,28
583,1,"Vesterberg, F. O., kyrkoh., Gustafs, 5146—4900",ref_text,1800,29
583,1,"Westerblad, E., e. prov.-läkare., Borlänge 5800—5800",ref_text,1800,30
583,2,Kopparbergs län,text,1800,1
583,2,"Vesterlund, O., jägmästare, Älfdalen, 6062—4900",ref_text,1800,2
583,2,"Westholm, K. E., sågverksäg., Ore, 18603—18500",ref_text,1800,3
583,2,"Vestman, A. N., handl., Vika, 9175—12700",ref_text,1800,4
583,2,"Vestman, J., handl., Vika, 2535—6200",ref_text,1800,5
583,2,"Wiggman, A., fabrikör, Krylbo, 11140—11300",ref_text,1800,6
583,2,"Wiggman, A. P., fabrikör, Krylbo, 11140—11400",ref_text,1800,7
583,2,"Wiklundh, F., polisuppsyningsm., Avesta, 5677—5400",ref_text,1800,8
583,2,"Vikner, A. Hj., förvalt., Ore, 6006—5900",ref_text,1800,9
583,2,"Vikner, H. G., förvalt., Rättvik, 6810—7100",ref_text,1800,10
583,2,"Vilhemsson, V., gästgifv., Svärdsjö, 4064—7200",ref_text,1800,11
583,2,"Winbladh, T., reg.-läkare., Folkärna, 7445—9050",ref_text,1800,12
583,2,"Winlöf, H., förvalt., Särna, 11055—21700",ref_text,1800,13
583,2,"af Wählberg, D., jägmästare, Norrbärke, 5274—11000",ref_text,1800,14
583,2,"Wählstedt, O., flottningschef, Järna, 8106—7000",ref_text,1800,15
583,2,"Värmlands Enskilda Bank, Malung, 20683—",ref_text,1800,16
583,2,"Värmlands Enskilda Bank, Säfsnäs, 7140—",ref_text,1800,17
583,2,"Västerbergslagens Förenade Bruks A.-B., Ludvika, 10656—16900",ref_text,1800,18
583,2,"V. Ormbergs Grufve A.-B., Grangärde, 17961—20300",ref_text,1800,19
583,2,"Ydström, A., förvalt., Järna, 4450—5300",ref_text,1800,20
583,2,"Zimmerman, J. V., förvalt., Ludvika, 7200—6200",ref_text,1800,21
583,2,"Zorn, E., fru, Morastrand, 4978—9500",ref_text,1800,22
583,2,"Zorn, A., konstnär, Morastrand, 65352—79400",ref_text,1800,23
583,2,"Åberg, P., P:son, handl., Orsa, 4170—6000",ref_text,1800,24
583,2,"Åberg, J. C., handl., Morastrand, 10929—19100",ref_text,1800,25
583,2,"Åhlen, J. P., grosshandl., Ål, 240260—265500",ref_text,1800,26
583,2,"Ähman, P. G., fjärdingsm., Norrbärke, 5007 —6500",ref_text,1800,27
583,2,"Åkerberg, P., f. d. prov.-läkare, Kopparberg 7700—8700",ref_text,1800,28
583,2,"Åström, P. W., komminister, Vika, 6843–13300",ref_text,1800,29
583,2,"Äström, P. H., godsäg., Kopparberg, 3200—9900",ref_text,1800,30
585,1,"Bengtsson, J. P., handl., Trolle Ljungby, 4059—6200",ref_text,1940,1
585,1,"Bengtsson, G., v. häradshöfding, Hjärnarp, 4145—15100",ref_text,1940,2
585,1,"Bengtssons, P., komm.-ordf., sterbhus, Kvidinge, 3190—5400",ref_text,1940,3
585,1,"Bengtsson, C., landtbr., Barkåkra, —7100",ref_text,1940,4
585,1,"Bengtsson, S. A., landtbr., Orkened, 16149—161000",ref_text,1940,5
585,1,"Bengtssons, J., Riksdagsm., sterbhus, V. Broby, 920—5300",ref_text,1940,6
585,1,"Berch, T., fru, Össjö, 4500—5500",ref_text,1940,7
585,1,"Berch, P., ryttare, Össjö, —10200",ref_text,1940,8
585,1,"Berg, G., bankdir., Båstad, 6330—9400",ref_text,1940,9
585,1,"Berg, R. T., kapten, Hässleholm, 5332—5600",ref_text,1940,10
585,1,"Berg von Linde, A. D., kapt., Skepparslot, 4522—6600",ref_text,1940,11
